CrashName,TimeStamp,Weather,RoadwaySurface,RoadwayCondition,Lighting
CR-0000052384,10/20/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000071512,3/11/18,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052826,11/4/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047365,11/30/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000051953,9/16/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000039701,7/19/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047426,10/25/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000064579,11/22/16,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000067170,11/1/16,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000035340,11/19/11,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000042759,1/29/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000064312,11/8/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000038442,6/13/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000039231,6/23/12,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047231,10/23/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041875,12/9/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046816,10/11/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052689,11/9/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041953,12/14/12,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000042018,12/17/12,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000029836,2/6/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000057404,9/12/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000043010,2/13/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000058043,11/2/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000058167,11/5/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000055772,5/31/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000061939,6/25/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039731,5/30/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039982,7/27/12,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000039794,7/25/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039603,7/19/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036584,2/3/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041900,12/11/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041991,12/18/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046645,9/29/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041977,12/16/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052685,11/9/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041968,12/15/12,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000051705,9/9/14,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000052489,10/27/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000040467,9/20/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052468,10/28/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047289,11/24/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000055528,3/16/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000038306,5/13/12,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000051631,9/6/14,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047286,11/24/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033676,9/1/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000055438,2/22/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041721,12/4/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041689,12/2/12,Cloudy,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000041419,11/12/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052587,10/19/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041657,12/1/12,Rain,Wet,No Unusual Conditions,Daylight
CR-0000064168,10/29/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000056518,7/7/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000057688,6/17/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000038012,3/28/12,Cloudy,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000047282,11/24/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000062222,7/9/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000050528,6/20/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000038792,5/14/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000035713,12/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000061983,6/24/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000048325,2/19/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000031078,4/6/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041899,12/11/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047145,11/17/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041803,12/5/12,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000040631,8/7/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041687,12/2/12,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000046656,9/25/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000040608,5/31/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052585,10/19/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047248,11/22/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046611,9/26/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052252,1/18/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000053913,1/6/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000056262,7/15/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000048848,1/30/14,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000064610,11/26/16,Rain,Wet,No Unusual Conditions,Dark - No Street Light
CR-0000063845,10/12/16,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000046689,10/10/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000040616,5/31/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052635,11/1/14,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000047243,11/22/13,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000047240,11/22/13,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068427,7/28/17,Clear,Dry,Construction - Repair Zone,Daylight
CR-0000054804,4/19/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039060,7/1/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000039955,7/26/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039985,7/28/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047224,10/23/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041884,12/10/12,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000041877,12/10/12,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000051805,9/19/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052677,11/8/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052569,10/29/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000040473,9/20/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052470,10/28/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052464,10/28/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047146,11/17/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047275,10/25/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047268,10/24/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047156,11/18/13,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000043069,2/18/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047800,12/19/13,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000043563,3/19/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000055982,6/27/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000048564,1/31/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000053732,1/14/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047127,11/15/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041823,12/7/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046672,10/8/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039739,5/30/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037064,2/5/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039710,5/29/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039916,8/27/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047338,11/28/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046726,10/12/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047419,12/4/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000057862,10/16/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000057263,9/7/15,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000068758,6/25/17,Clear,Dry,Reduced Roadway Width,Dark - Street Light
CR-0000058654,12/6/15,Cloudy,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000059010,1/3/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041256,11/8/12,Rain,Wet,No Unusual Conditions,Daylight
CR-0000057895,10/13/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000058052,11/2/15,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000057750,10/16/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000058000,10/27/15,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000057981,10/26/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000055775,5/31/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032729,7/5/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047354,11/29/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052637,11/1/14,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000047198,11/20/13,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000068311,7/16/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047308,11/25/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046749,11/1/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000039909,8/26/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039991,9/28/12,Clear,Wet,No Unusual Conditions,Daylight
CR-0000052370,10/19/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000046629,9/27/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000042041,12/19/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052500,10/17/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041837,12/7/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068426,7/28/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063847,10/12/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000068394,7/25/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000068391,7/25/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063436,9/20/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068290,7/15/17,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046733,10/13/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068372,7/24/17,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068181,7/7/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000068346,7/20/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063793,10/9/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000068539,8/4/17,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000063776,10/8/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052754,11/14/14,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000071914,4/4/18,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036963,3/1/12,Rain,Slippery (Muddy Oily etc.),No Unusual Conditions,Daylight
CR-0000048816,1/29/14,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000048497,2/26/14,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000046707,9/29/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052727,11/12/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047404,12/3/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039115,8/16/12,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000039689,7/19/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000045950,7/3/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000046716,9/30/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047420,12/4/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000041758,11/29/12,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000052710,11/8/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052708,11/10/14,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000047403,12/3/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039575,8/23/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000038081,3/31/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000042898,2/5/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000045665,7/28/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000071479,3/3/18,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000053050,8/31/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052733,11/12/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063529,9/27/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000063515,9/24/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063567,9/27/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000029344,1/16/11,Fog,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046156,9/3/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034620,10/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037108,3/4/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000052044,10/1/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000056301,7/17/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000043471,3/10/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000041700,12/3/12,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000047182,10/22/13,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000052610,10/31/14,Rain,Wet,No Unusual Conditions,Daylight
CR-0000063850,10/12/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063825,10/10/16,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000042619,1/20/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063434,9/20/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063616,9/30/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063799,10/9/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036464,1/29/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000036565,2/2/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039520,7/16/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039513,7/16/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000061964,6/26/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000043231,3/1/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000063830,10/11/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039292,8/5/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000039971,7/24/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000039999,7/29/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000040357,9/17/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063548,9/25/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000063718,10/6/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063714,10/6/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000069726,7/21/17,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000071424,2/23/18,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000052355,10/17/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063504,9/23/16,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000069708,7/19/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000052533,10/23/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000063802,10/9/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000047832,12/21/13,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000036174,1/15/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034645,10/15/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000056919,8/1/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000040739,8/25/12,Clear,Dry,No Unusual Conditions,Daylight
