CrashName,TimeStamp,Weather,RoadwaySurface,RoadwayCondition,Lighting
CR-0000086833,5/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093117,7/21/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093118,7/21/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093119,7/21/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093120,7/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093121,7/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093123,7/22/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093124,7/22/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093126,7/23/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093127,7/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093128,7/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093129,7/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093130,7/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093116,7/17/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093131,7/24/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093132,7/24/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093133,7/24/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093134,7/25/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093135,7/25/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093136,7/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093137,7/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093138,7/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093139,7/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093140,7/27/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093141,7/27/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093125,7/22/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093142,7/27/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086815,5/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086824,5/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086817,5/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086821,5/20/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086804,5/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086811,5/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086802,5/16/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086819,5/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086831,5/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086814,5/18/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086796,5/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086822,5/20/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086834,5/26/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086840,5/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086841,5/24/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086842,6/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086843,6/2/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086844,6/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086845,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086846,6/4/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086847,6/5/21,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000086848,6/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086849,6/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086850,6/8/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093143,7/27/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093144,7/28/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093145,7/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093146,7/29/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093148,7/29/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093147,7/29/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093149,7/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093172,7/25/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093174,7/26/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093179,7/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093180,7/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093193,6/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093194,7/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093195,7/31/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093196,8/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093265,8/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093298,8/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093299,6/24/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093300,6/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093301,6/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093303,6/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093304,6/15/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093305,6/15/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093306,6/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086851,6/8/21,Clear,Dry,Holes Deep Rut,Daylight
CR-0000086852,6/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086853,6/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086854,6/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086855,6/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086856,6/7/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086857,6/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086858,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086859,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086860,6/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086861,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086863,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086864,6/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093307,6/16/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093308,6/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093309,6/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093310,6/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093311,6/18/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093312,6/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093313,6/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093314,6/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093315,6/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093316,6/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093317,6/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093318,6/21/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093319,6/22/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086865,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086866,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086867,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086869,6/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086870,6/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086871,6/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086872,6/5/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086873,6/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086874,6/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086875,6/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086876,6/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086877,6/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086878,6/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093320,6/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093321,6/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093322,6/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093323,6/23/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093324,6/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093326,6/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093327,6/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093328,6/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093329,6/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093330,6/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093331,6/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093332,6/27/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093334,6/27/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086879,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086880,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086881,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086882,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086883,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086884,6/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086885,6/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086886,6/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086887,6/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086888,6/3/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086889,6/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086890,6/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086892,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093335,6/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093337,6/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093338,6/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093339,6/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093404,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093412,7/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093410,7/3/22,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000093350,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093385,8/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093400,7/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093434,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093365,7/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093489,7/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093469,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086893,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086894,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086895,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086896,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086897,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086898,6/6/21,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000086900,6/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086901,6/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086902,6/7/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086904,6/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086905,6/8/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086906,6/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086907,6/7/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093430,7/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093451,7/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093374,8/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093381,8/7/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093352,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093462,6/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093419,7/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093349,7/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093453,7/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093414,7/3/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093392,7/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086908,6/26/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086943,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086917,5/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086950,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086949,6/10/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086933,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086947,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086921,5/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086937,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086956,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086913,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086940,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086912,5/31/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086926,5/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086942,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086951,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086922,5/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086941,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086911,5/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086923,5/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086931,4/26/21,Clear,Dry,Construction - Repair Zone,Dark - Street Light
CR-0000086953,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086952,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086946,6/10/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086916,5/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093444,7/15/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093456,7/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093351,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093377,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093440,7/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093464,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093442,7/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093428,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093460,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093391,7/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093359,7/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086936,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086934,6/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086914,6/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086928,5/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086929,5/7/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086944,6/9/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086948,6/10/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086918,5/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086938,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086927,5/4/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086955,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086935,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086954,6/10/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093409,7/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093472,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093396,7/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093384,8/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093364,7/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093490,7/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093463,7/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093441,7/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093461,7/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093459,7/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093477,7/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093375,8/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093475,7/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086939,6/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086945,6/9/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086915,6/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086920,5/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086957,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086958,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086959,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086960,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086961,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086962,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086963,6/13/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086964,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086965,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093407,7/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093450,7/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093421,7/9/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093402,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093432,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093491,7/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093429,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093378,8/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093373,8/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093356,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093449,7/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093474,7/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093389,7/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093369,9/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093394,7/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093465,7/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093471,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093436,7/10/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093354,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093473,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093427,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093476,7/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093370,8/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093447,7/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093445,7/15/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086966,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086967,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086968,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086969,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086971,6/13/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086972,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086973,6/13/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086974,6/13/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086975,6/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086976,6/14/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086977,6/14/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086979,6/15/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093357,7/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093433,7/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093368,9/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093435,7/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093403,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093363,7/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093386,8/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093383,8/14/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093411,7/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093372,8/1/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086980,6/15/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086981,6/15/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000086982,6/15/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086983,6/15/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086985,6/15/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086986,6/15/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086987,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086988,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086989,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086990,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086991,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086992,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086993,6/16/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093401,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093397,7/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093379,8/14/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093431,7/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093413,7/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093417,7/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093415,7/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093452,7/25/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093393,7/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093395,7/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093468,7/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093382,8/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086994,6/16/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086996,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086997,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000086998,6/12/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000086999,6/12/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087000,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087001,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087002,6/12/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087003,6/11/21,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000087004,6/11/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087005,6/11/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087006,6/11/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087007,6/11/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093380,8/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093492,7/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093466,7/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093355,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093455,7/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093448,7/16/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093424,7/10/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093362,7/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093371,8/1/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093426,7/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093416,7/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087008,6/11/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087009,6/11/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087010,6/11/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087011,6/11/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087012,7/9/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087014,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087015,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087016,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087017,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087018,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087019,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087020,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087021,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087022,6/17/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
